sess_item_dscr,vote_item_id,vote_item_dscr,vote_date,vote_time,voted_for,voted_against
"הצעת חוק העונשין (תיקון - החמרת העונש בגין כניסה לשטח חקלאי), התשע""ג-2013",100,להעביר את הצעת החוק לוועדה,30/10/13,12:25,1,0
"הצעת חוק הנצחת זכרם של קורבנות הטבח בכפר קאסם, התשע""ג-2013",201,"לכלול את הנושא בסדר היום של המליאה
",30/10/13,12:36,0,1
"הצעת חוק זכויות התורמים למדינה, התשע""ג-2013 ",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,30/10/13,12:54,1,0
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,01:09,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,00:40,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,00:39,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:55,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:54,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:53,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:46,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:37,1,0
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:32,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,00:38,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,00:43,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:30,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:25,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",907,הצעת ועדה,30/07/13,00:39,1,0
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,01:39,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,01:17,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,02:28,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,00:41,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,00:42,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,00:42,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,01:11,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,01:19,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,01:22,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,01:36,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,01:38,0,1
"הצעת חוק התקציב לשנות הכספים 2013 ו-2014, התשע""ג-2013 ",121,הסתייגות,30/07/13,00:38,0,1
"הצעת חוק הרשויות המקומיות (ביטול איחוד המועצות המקומיות באקה אל גרבייה וג`ת), התשס""ט-2009",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,30/06/10,13:33,1,0
"הצעת חוק הכנסת (תיקון מס` 30) (אישור על ידי ועדת משנה חסויה), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,30/06/10,14:06,1,0
הצעת חוק-יסוד: הממשלה (תיקון - כללי אתיקה לחברי הממשלה),100,להעביר את הצעת החוק לוועדה,30/06/10,14:20,0,1
הצעת חוק-יסוד: משק המדינה (תיקון - חוק ההסדרים),100,להעביר את הצעת החוק לוועדה,30/06/10,14:47,0,1
"הצעת חוק הקאדים (תיקון – תקופת כהונתו של נשיא בית הדין השרעי לערעורים), התשע""ב-2012",100,להעביר את הצעת החוק לוועדה,30/05/12,12:06,1,0
"הצעת חוק זכויות הסטודנט (תיקון-בחינות גמר), התשע""ב-2012",100,להעביר את הצעת החוק לוועדה,30/05/12,12:12,1,0
"הצעת חוק התכנון והבניה (תיקון - תוכניות לישובים הבדואים בנגב), התשע""א-2011",202,להעביר את הנושא לוועדה,30/05/12,12:51,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:24,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:24,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",104,קריאה שנייה,30/03/11,15:54,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:53,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:52,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:52,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:51,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:50,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",104,קריאה שנייה,30/03/11,15:50,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:49,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:49,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:48,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:48,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",120,שם החוק,30/03/11,15:46,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:46,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:45,0,1
"הצעת חוק למניעת הסתננות (עבירות ושיפוט) (תיקון מס` 3 והוראת שעה), התשע""א-2011 ",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,30/03/11,13:02,1,0
"הצעת חוק להרחבת הייצוג ההולם לנשים (תיקוני חקיקה), התשע""א-2011",102,אישור החוק,30/03/11,11:33,1,0
"הצעת חוק להרחבת הייצוג ההולם לנשים (תיקוני חקיקה), התשע""א-2011",104,קריאה שנייה,30/03/11,11:32,1,0
"הצעת חוק להרחבת הייצוג ההולם לנשים (תיקוני חקיקה), התשע""א-2011",121,הסתייגות,30/03/11,11:32,1,0
"הצעת חוק להרחבת הייצוג ההולם לנשים (תיקוני חקיקה), התשע""א-2011",121,הסתייגות,30/03/11,11:31,1,0
" הצעת חוק החשמל (תיקון מס` 4), התשע""א-2011",102,אישור החוק,30/03/11,11:16,1,0
" הצעת חוק החשמל (תיקון מס` 4), התשע""א-2011",104,קריאה שנייה,30/03/11,11:15,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,15:55,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",104,קריאה שנייה,30/03/11,16:00,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:00,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",104,קריאה שנייה,30/03/11,16:18,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:25,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:26,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",104,קריאה שנייה,30/03/11,16:28,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",102,אישור החוק,30/03/11,16:29,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:23,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:22,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:22,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",104,קריאה שנייה,30/03/11,16:20,1,0
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:19,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:17,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:02,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",121,הסתייגות,30/03/11,16:16,0,1
"הצעת חוק מיסוי רווחי נפט, התשע""א-2011",104,קריאה שנייה,30/03/11,16:12,1,0
