sess_item_dscr,vote_item_id,vote_item_dscr,vote_date,vote_time,voted_for,voted_against
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:48,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:47,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,17:47,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,17:44,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:45,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:52,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:58,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:54,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:55,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:56,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:56,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:57,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:57,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:58,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:59,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,18:00,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,18:00,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:43,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,17:44,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:17,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:42,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:22,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:16,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,18:02,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:18,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:18,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:19,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:19,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:20,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,17:21,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:21,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,17:22,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:23,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:41,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:23,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:24,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:24,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:25,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:25,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:26,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,17:26,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",907,הצעת ועדה,29/07/13,17:27,1,0
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:39,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,17:40,0,1
"הצעת חוק לשינוי סדרי עדיפויות (תיקוני חקיקה להשגת יעדי התקציב לשנים 2013 ו-2014), התשע""ג-2013",121,הסתייגות,29/07/13,18:01,0,1
