sess_item_dscr,vote_item_id,vote_item_dscr,vote_date,vote_time,voted_for,voted_against
"הצעת חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה), התשס""ט-2009 , התשס""ט-2009 ",121,הסתייגות,07/04/09,06:45,0,1
"הצעת חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה), התשס""ט-2009 , התשס""ט-2009 ",121,הסתייגות,07/04/09,06:46,0,1
הטבח בעם הארמני,206,העברת הנושא לוועדה שתקבע ועדת הכנסת,05/05/09,16:52,1,0
"הצעת חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה), התשס""ט-2009 , התשס""ט-2009 ",121,הסתייגות,07/04/09,06:47,0,1
"הצעת חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה), התשס""ט-2009 , התשס""ט-2009 ",104,קריאה שנייה,07/04/09,06:48,1,0
"הצעת חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה), התשס""ט-2009 , התשס""ט-2009 ",121,הסתייגות,07/04/09,06:49,0,1
"הצעת חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה), התשס""ט-2009 , התשס""ט-2009 ",121,הסתייגות,07/04/09,06:50,0,1
"הצעת אי אמון מטעם סיעת קדימה בנושא: א.	""מינוי מאות מקורבים לענייני כלום לממשלה אטומה ומנופחת בתקופת גזירות כלכליות קשות""",300,הצעת אי-אמון בממשלה,04/05/09,20:07,0,1
"הצעת אי אמון מטעם סיעת רע""מ-תע""ל בנושא: ""מדיניות הממשלה וקווי היסוד שלה""",300,הצעת אי-אמון בממשלה,04/05/09,20:07,0,1
"הצעת אי אמון מטעם סיעת חד""ש בנושא: ""ממשלה ללא אופק מדיני, כלכלי וחברתי""",300,הצעת אי-אמון בממשלה,04/05/09,20:08,0,1
הצעת אי אמון מטעם סיעת מרצ בנושא: התכנית הכלכלית של הממשלה והגזרות הטמונות בה,300,הצעת אי-אמון בממשלה,04/05/09,20:09,0,1
"הצעת אי אמון מטעם סיעת בל""ד בנושא: מדניותה המוצהרת של הממשלה החדשה""",300,הצעת אי-אמון בממשלה,04/05/09,20:09,0,1
הודעת יושב-ראש הוועדה המסדרת בדבר הצעת הוועדה להרכב הוועדות הקבועות של הכנסת ,903,הצעת הוועדה המסדרת,04/05/09,20:51,1,0
הקיצוץ התקציבי המתוכנן במשרד החינוך,202,להעביר את הנושא לוועדה,05/05/09,18:18,1,0
"הצגת התכנית המדינית של הממשלה בפני הציבור הישראלי, לפני צאתו של ראש הממשלה לארצות הברית",201,"לכלול את הנושא בסדר היום של המליאה
",05/05/09,19:40,1,0
"היערכות משרדי הממשלה לארועי ל""ג בעומר במירון",202,להעביר את הנושא לוועדה,05/05/09,20:02,1,0
הודעת הממשלה על העברת שטחי פעולה ממשרד למשרד; העברת סמכויות משר לשר; הקמת משרדים,910,הודעת הממשלה,06/05/09,14:52,1,0
הודעת הממשלה על העברת שטחי פעולה ממשרד למשרד; העברת סמכויות משר לשר; הקמת משרדים,910,הודעת הממשלה,06/05/09,14:53,1,0
הודעת הממשלה על העברת שטחי פעולה ממשרד למשרד; העברת סמכויות משר לשר; הקמת משרדים,910,הודעת הממשלה,06/05/09,14:54,1,0
הודעת הממשלה על העברת שטחי פעולה ממשרד למשרד; העברת סמכויות משר לשר; הקמת משרדים,910,הודעת הממשלה,06/05/09,14:54,1,0
הודעת הממשלה על העברת שטחי פעולה ממשרד למשרד; העברת סמכויות משר לשר; הקמת משרדים,910,הודעת הממשלה,06/05/09,14:55,1,0
"חוק הכנסת (מספר הסגנים ליושב ראש הכנסת בתקופת כהונתה של הכנסת השמונה-עשרה), התשס""ט-2009",104,קריאה שנייה,06/05/09,14:58,1,0
"חוק הכנסת (מספר הסגנים ליושב ראש הכנסת בתקופת כהונתה של הכנסת השמונה-עשרה), התשס""ט-2009",102,אישור החוק,06/05/09,14:59,1,0
נאומים בני דקה,999,הצבעה,12/05/09,16:00,1,0
"הצעה לסדר-היום בנושא: ""שתי מדינות לשני עמים משני עברי הירדן""",202,להעביר את הנושא לוועדה,18/05/09,17:19,1,0
"""הקיצוצים המתוכננים בתקציב המדינה"" - דיון על-פי סעיף 86א` לתקנון הכנסת",905,הצעת סיכום,18/05/09,17:32,0,1
"""הקיצוצים המתוכננים בתקציב המדינה"" - דיון על-פי סעיף 86א` לתקנון הכנסת",905,הצעת סיכום,18/05/09,17:33,0,1
"""הקיצוצים המתוכננים בתקציב המדינה"" - דיון על-פי סעיף 86א` לתקנון הכנסת",905,הצעת סיכום,18/05/09,17:33,0,1
"""הקיצוצים המתוכננים בתקציב המדינה"" - דיון על-פי סעיף 86א` לתקנון הכנסת",905,הצעת סיכום,18/05/09,17:34,0,1
"""הקיצוצים המתוכננים בתקציב המדינה"" - דיון על-פי סעיף 86א` לתקנון הכנסת",905,הצעת סיכום,18/05/09,17:34,0,1
"""הקיצוצים המתוכננים בתקציב המדינה"" - דיון על-פי סעיף 86א` לתקנון הכנסת",905,הצעת סיכום,18/05/09,17:35,0,1
"""הקיצוצים המתוכננים בתקציב המדינה"" - דיון על-פי סעיף 86א` לתקנון הכנסת",905,הצעת סיכום,18/05/09,17:36,1,0
"הצעת חוק לתיקון פקודת המשטרה (מס` 26)(רישוי הפגנות), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,18/05/09,19:56,1,0
הודעת הממשלה על רצונה להחיל דין רציפות על הצעות חוק,111,להחיל דין רציפות,20/05/09,11:58,1,0
"חוק הגנת הצרכן (תיקון מס` 26), התש""ע-2010",111,להחיל דין רציפות,20/05/09,11:58,1,0
"הצעת חוק לתיקון פקודת בתי הסוהר (מס` 39) (עובדים אזרחיים), התשס""ט-2008",111,להחיל דין רציפות,20/05/09,12:00,1,0
"הצעת חוק המשטרה (דין משמעתי, בירור קבילות שוטרים והוראות שונות) (תיקון מס` 6) (עובדים אזרחיים), התשס""ט-2008 ",111,להחיל דין רציפות,20/05/09,12:00,1,0
" הצעת חוק סדר הדין הפלילי (תיקון מס` 60)(התיישנות), התשס""ט-2008",111,להחיל דין רציפות,20/05/09,12:03,1,0
"הצעת חוק בתי המשפט (תיקון מס` 56) (דיון לפני דן יחיד או לפני הרכב), התשס""ט-2008",111,להחיל דין רציפות,20/05/09,12:03,1,0
"חוק שיפוט בענייני תעבורה (תשריר - הוראת שעה), התשס""ט-2009",111,להחיל דין רציפות,20/05/09,12:04,1,0
"הצעת חוק סדר הדין הפלילי (סמכויות אכיפה - מעצרים)(תיקון מס` 7)(חזקת המלטות מן הדין וחזקת מסוכנות), התש""ע-2009",111,להחיל דין רציפות,20/05/09,12:05,1,0
"חוק העונשין (תיקון מס` 101), התש""ע-2009",111,להחיל דין רציפות,20/05/09,12:06,1,0
"חוק הכללת אמצעי זיהוי ביומטריים ונתוני זיהוי ביומטריים במסמכי זיהוי ובמאגר מידע, התש""ע-2009",111,להחיל דין רציפות,20/05/09,12:08,1,0
"הצעת חוק אזורי עדיפות לאומית, התשס""ז-2007",111,להחיל דין רציפות,20/05/09,12:08,1,0
"חוק שהייה שלא כדין (איסור סיוע) (הוראות שעה) (תיקון מס` 12), התשס""ט-2009",121,הסתייגות,20/05/09,14:40,0,1
"חוק שהייה שלא כדין (איסור סיוע) (הוראות שעה) (תיקון מס` 12), התשס""ט-2009",121,הסתייגות,20/05/09,14:41,0,1
"חוק שהייה שלא כדין (איסור סיוע) (הוראות שעה) (תיקון מס` 12), התשס""ט-2009",104,קריאה שנייה,20/05/09,14:42,1,0
"חוק שהייה שלא כדין (איסור סיוע) (הוראות שעה) (תיקון מס` 12), התשס""ט-2009",102,אישור החוק,20/05/09,14:42,1,0
"הצעת חוק החזרת תושבי בירעם ואיקרית לבתיהם, התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,20/05/09,15:01,0,1
"הצעת חוק הכניסה לישראל (תיקון - ביטול אשרה ורישיון לישיבת קבע עקב השתתפות בפעילות חבלנית), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,20/05/09,15:20,0,1
"הצעת חוק פקודת מסי העירייה ומסי הממשלה (פטורין) (תיקון- פטור מארנונה למוסדות התרבות בבירת ישראל), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,20/05/09,15:32,0,1
"הצעת חוק פיצוי נפגעי אסון טבע, התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,20/05/09,15:46,0,1
"הצעת חוק נכסי נפקדים (תיקון - איסור מכירת בית קברות), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,20/05/09,16:01,0,1
"חוק בתי המשפט תיקון מס` 42 והוראת שעה (תיקון מס` 2) , התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,20/05/09,16:07,1,0
"הצעת אי אמון מטעם סיעת קדימה בנושא: ""ממשלה בלי דרך - כישלון מדיני וכישלון כלכלי"" ",300,הצעת אי-אמון בממשלה,25/05/09,18:16,0,1
"הצעת אי אמון מטעם סיעו בל""ד-חד""ש-רע""מ-תע""ל בנושא: ב.	""מדיניות הממשלה נגד התושבים הערבים בעיר ירושלים הכוללת הריסת בתים, גירוש תושבים מבתיהם ומדיניותה בכל הקשור להרחבת ההתנחלויות"" ",300,הצעת אי-אמון בממשלה,25/05/09,18:17,0,1
"הצעת חוק העונשין (תיקון - איסור פרסום הסתה לשלילת קיומה של מדינת ישראל כמדינה יהודית ודמוקרטית), התשס""ט-2009",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,27/05/09,11:53,1,0
"הצעת חוק הפיקוח על שירותים פיננסיים (קופות גמל) (תיקון- פרסום תשואות), התשס""ט-2009",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,27/05/09,11:58,1,0
"משנתו הכלכלית של רה""מ נתניהו הפוגעת בשכבות החלשות - דיון בעקבות  בקשתם של 40 חברי-כנסת  ובהשתתפות ראש הממשלה",911,הודעת ראש הממשלה,27/05/09,14:39,1,0
פגישת ראש הממשלה עם נשיא מצרים בשארם - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת מוחמד ברכה ושלמה מולה ,905,הצעת סיכום,27/05/09,14:47,0,1
פגישת ראש הממשלה עם נשיא מצרים בשארם - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת מוחמד ברכה ושלמה מולה ,905,הצעת סיכום,27/05/09,14:48,0,1
פגישת ראש הממשלה עם נשיא מצרים בשארם - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת מוחמד ברכה ושלמה מולה ,905,הצעת סיכום,27/05/09,14:49,0,1
פגישת ראש הממשלה עם נשיא מצרים בשארם - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת מוחמד ברכה ושלמה מולה ,905,הצעת סיכום,27/05/09,14:50,1,0
התנהלותה של הממשלה בנושא התקציב והתנערותו של ראש הממשלה מאחריות תוך הטלת האשמה על פקידי האוצר  - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת חיים רמון ,905,הצעת סיכום,27/05/09,14:59,0,1
התנהלותה של הממשלה בנושא התקציב והתנערותו של ראש הממשלה מאחריות תוך הטלת האשמה על פקידי האוצר  - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת חיים רמון ,905,הצעת סיכום,27/05/09,14:59,0,1
התנהלותה של הממשלה בנושא התקציב והתנערותו של ראש הממשלה מאחריות תוך הטלת האשמה על פקידי האוצר  - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת חיים רמון ,905,הצעת סיכום,27/05/09,15:00,0,1
התנהלותה של הממשלה בנושא התקציב והתנערותו של ראש הממשלה מאחריות תוך הטלת האשמה על פקידי האוצר  - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת חיים רמון ,905,הצעת סיכום,27/05/09,15:00,0,1
התנהלותה של הממשלה בנושא התקציב והתנערותו של ראש הממשלה מאחריות תוך הטלת האשמה על פקידי האוצר  - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת חיים רמון ,905,הצעת סיכום,27/05/09,15:01,1,0
"הודעת הממשלה על רצונה להחיל דין רציפות על הצעת חוק להגנה על עדים, התשס""ח-2008  (מ/380)",111,להחיל דין רציפות,27/05/09,15:02,1,0
"הצעת אי-אמון מטעם סיעת קדימה בנושא: ""מדיניותה המבולבלת של הממשלה""",300,הצעת אי-אמון בממשלה,01/06/09,18:33,0,1
"הצעת אי אמון מטעם סיעות רע""מ-תע""ל-חד""ש-בל""ד בנושא: ""מדיניותה של הממשלה כלפי האוכלוסיה הערבית והמשבר המתמשך ברשויות המקומיות""",300,הצעת אי-אמון בממשלה,01/06/09,18:34,0,1
"הצעת אי-אמון מטעם סיעת האיחוד הלאומי בנושא: ""מסירת צווי תיחום גזעניים ליישובים יהודים בארץ ישראל ואיום השלכתם לרחוב של אלפי אזרחי המדינה""",300,הצעת אי-אמון בממשלה,01/06/09,18:35,0,1
"חוק שיפוט בענייני תעבורה (תשריר - הוראת שעה), התשס""ט-2009",104,קריאה שנייה,01/06/09,18:39,1,0
"חוק שיפוט בענייני תעבורה (תשריר - הוראת שעה), התשס""ט-2009",102,אישור החוק,01/06/09,18:39,1,0
הצעת ועדת הכנסת לתיקון סעיף 9 לתקנון הכנסת והצעה לתיקון סעיפים 9ב` ו-9ג` לתקנון הכנסת,900,הצעת ועדת הכנסת,01/06/09,18:45,1,0
נאומים בני דקה,999,הצבעה,02/06/09,15:59,1,0
"חוק חיילים משוחררים (החזרה לעבודה) (תיקון מס` 17), התשס""ט-2009",111,להחיל דין רציפות,03/06/09,12:03,1,0
"הצעת חוק למניעת הסתננות, התשס""ח-2008",111,להחיל דין רציפות,03/06/09,12:04,1,0
"חוק השיפוט הצבאי (תיקון מס` 61), התש""ע-2010",111,להחיל דין רציפות,03/06/09,12:04,1,0
"חוק השיפוט הצבאי (תיקון מס` 59), התשס""ט-2009",111,להחיל דין רציפות,03/06/09,12:07,1,0
"חוק ניירות ערך (תיקון מס` 38), התשס""ט-2009",111,להחיל דין רציפות,03/06/09,12:07,1,0
"חוק הסדרת העיסוק בייעוץ השקעות, בשיווק השקעות ובניהול תיקי השקעות (תיקון מס` 13), התש""ע-2010",111,להחיל דין רציפות,03/06/09,12:08,1,0
"הצעת אי-אמון מטעם סיעת קדימה בנושא: ""מדיניותו חסרת האחריות של ראש הממשלה המובילה לעימות עם ארה""ב ולבידוד ישראל""",300,הצעת אי-אמון בממשלה,08/06/09,17:59,0,1
"הצעת אי-אמון מטעם סיעות מרצ-רע""מ-תע""ל-חד""ש-בל""דבנושא:""המשבר ביחסים עם ארה""ב ואי היענותה של ממשלת ישראל לתוכנית השלום אותה יוזם נשיא ארצות הברית""",300,הצעת אי-אמון בממשלה,08/06/09,18:00,0,1
"חוק העסקת עובדים על ידי קבלני כוח אדם (תיקון מס` 5), התשס""ט-2009",104,קריאה שנייה,08/06/09,18:05,1,0
"חוק העסקת עובדים על ידי קבלני כוח אדם (תיקון מס` 5), התשס""ט-2009",102,אישור החוק,08/06/09,18:06,1,0
נאומים בני דקה,999,הצבעה,09/06/09,15:59,1,0
"הצעת חוק הביטוח הלאומי (תיקון מס` 118) (הארכת מועדים), התש""ע-2009",100,להעביר את הצעת החוק לוועדה,10/06/09,11:51,1,0
משבר ביחסי החוץ של ישראל - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת נחמן שי ,905,הצעת סיכום,10/06/09,11:59,0,1
משבר ביחסי החוץ של ישראל - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת נחמן שי ,905,הצעת סיכום,10/06/09,11:59,0,1
משבר ביחסי החוץ של ישראל - דיון בעקבות הצעה לסדר-היום של חבר-הכנסת נחמן שי ,905,הצעת סיכום,10/06/09,12:00,1,0
הודעת הממשלה על הקמת המשרד לשיתוף פעולה אזורי ומינוי השר סילבן שלום לשר לשיתוף פעולה אזורי ,910,הודעת הממשלה,10/06/09,12:01,1,0
"הצעת חוק מעמד ותיקי מלחמת העולם השנייה (תיקון - ותיק מלחמה נזקק שהוא נכה), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,10/06/09,12:10,0,1
"הצעת חוק פרסום מודעות דרושים, התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,10/06/09,13:22,0,1
"הצעת חוק הגנת הדייר (תיקון - ביטול איסור העברת דיירות מוגנת לקרובים בנכסים של המדינה), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,10/06/09,13:53,0,1
"חוק לתיקון פקודת התעבורה (מס` 92), התש""ע-2009",100,להעביר את הצעת החוק לוועדה,10/06/09,13:58,1,0
הצעת אי-אמון מטעם סיעת קדימה בנושא: ראש הממשלה לחוץ המשנה את מדיניותו בהתאם לאינטרס שרידותו הפוליטית,300,הצעת אי-אמון בממשלה,15/06/09,18:08,0,1
"הצעת אי-אמון מטעם סיעות חד""ש-בל""ד-רע""מ-תעל בנושא: ממשלה מסוכנת לדמוקרטיה",300,הצעת אי-אמון בממשלה,15/06/09,18:09,0,1
נאומים בני דקה,999,הצבעה,16/06/09,16:00,1,0
"חוק לתשלום חלקי של דמי הבראה בשירות הציבורי בשנים 2009 ו-2010 (הוראת שעה), התשס""ט-2009",104,קריאה שנייה,16/06/09,18:45,1,0
"חוק לתשלום חלקי של דמי הבראה בשירות הציבורי בשנים 2009 ו-2010 (הוראת שעה), התשס""ט-2009",102,אישור החוק,16/06/09,18:46,1,0
"חוק התקציב לשנות הכספים 2009 ו-2010, התש""ע-2009 ",100,להעביר את הצעת החוק לוועדה,17/06/09,15:45,1,0
"חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010), התשס""ט-2009",101,להעביר את הצעת החוק לוועדה שתקבע ועדת הכנסת,17/06/09,15:46,1,0
הצעת אי-אמון מטעם סיעת קדימה בנושא: ממשלה מסוכנת הפוגעת במעמד הכנסת ובדמוקרטיה,300,הצעת אי-אמון בממשלה,22/06/09,18:43,0,1
"הצעת אי-אמון מטעם סיעת רע""מ-תע""ל בנושא: ממשלה מסוכנת הפוגעת במעמד הכנסת והדימוקרטיה",300,הצעת אי-אמון בממשלה,22/06/09,18:44,0,1
נאומים בני דקה,999,הצבעה,23/06/09,16:05,1,0
הצעת אי-אמון מטעם סיעת קדימה בנושא: ראש הממשלה מוביל את ישראל לבידוד מדיני,300,הצעת אי-אמון בממשלה,29/06/09,17:42,0,1
"הצעת אי-אמון מטעם סיעת בל""ד-רע""מ-תע""ל-חד""ש בנושא: כוונת הממשלה להמשיך את הבנייה בהתנחלויות.",300,הצעת אי-אמון בממשלה,29/06/09,17:43,0,1
"הצעת ועדת הכספים בדבר אישור צו מס ערך מוסף (שיעור המס על מלכ""רים ומוסדות כספיים)(הוראת שעה), התשס""ט-2009 ",907,הצעת ועדה,29/06/09,17:59,1,0
"הצעת ועדת הכספים בדבר אישור צו מס ערך מוסף (שיעור המס על עסקה ועל יבוא טובין)(הוראת שעה), התשס""ט-2009 ",907,הצעת ועדה,29/06/09,18:00,1,0
הצעה לסדר-היום בנושא: הסכנה בהתערבות חוק ההסדרים במערכת הבריאות,905,הצעת סיכום,01/07/09,12:43,0,1
הצעה לסדר-היום בנושא: הסכנה בהתערבות חוק ההסדרים במערכת הבריאות,905,הצעת סיכום,01/07/09,12:43,1,0
"הצעת חוק תכנון משק החלב, התשס""ח-2008 ",113,התנגדות להחיל דין רציפות,01/07/09,12:47,0,1
"הצעת חוק המועצה לענף הלול (ייצור ושיווק) (תיקון מס` 16), התשס""ט-2008",113,התנגדות להחיל דין רציפות,01/07/09,12:48,0,1
"הצעת חוק הנזיקים האזרחיים (אחריות המדינה) (תיקון מס` 8), התשס""ח-2008",113,התנגדות להחיל דין רציפות,01/07/09,12:48,0,1
"הצעת חוק המכר (דירות) (תיקון מס` 5), התשס""ז-2006",113,התנגדות להחיל דין רציפות,01/07/09,12:49,0,1
"הצעת חוק לתיקון פקודת התעבורה (מס` 78), התשס""ז-2006 ",113,התנגדות להחיל דין רציפות,01/07/09,12:50,0,1
"הצעת חוק לתיקון פקודת התעבורה (מס` 87)(חזקת אמינות למידע המופק ממכשירי אכיפה), התשס""ח-2008 ",113,התנגדות להחיל דין רציפות,01/07/09,12:51,0,1
"הצעת חוק נישואין וגירושין אזרחיים, התשס""ט- 2009",100,להעביר את הצעת החוק לוועדה,01/07/09,13:31,0,1
"חוק חינוך ממלכתי (תיקון מס` 11), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,01/07/09,14:04,1,0
"הצעת סיעות רע""מ-תע""ל-חד""ש-בל""ד להביע אי-אמון  בממשלה בנושא: המשך כהונתו של ליברמן כשר החוץ בממשלה",300,הצעת אי-אמון בממשלה,06/07/09,18:34,0,1
"חוק התקשורת (המשך שידורי חדשות מקומיות בטלוויזיה)(תיקוני חקיקה)(הוראות שעה)(תיקון מס` 2)התשס""ט-2009   ",104,קריאה שנייה,06/07/09,18:43,1,0
"חוק התקשורת (המשך שידורי חדשות מקומיות בטלוויזיה)(תיקוני חקיקה)(הוראות שעה)(תיקון מס` 2)התשס""ט-2009   ",102,אישור החוק,06/07/09,18:43,1,0
"חוק פיקוח אלקטרוני על משוחררים בערובה ומשוחררים על-תנאי ממאסר(הוראת שעה), התשס""ט-2009",104,קריאה שנייה,08/07/09,12:03,1,0
הודעת ועדת הכלכלה על רצונה להחיל דין רציפות על הצעת חוק ,113,התנגדות להחיל דין רציפות,08/07/09,12:06,0,1
הודעת ועדת העבודה הרווחה והבריאות על רצונה להחיל דין רציפות על הצעות חוק ,111,להחיל דין רציפות,08/07/09,12:07,1,0
"הודעת ועדת החוקה, חוק ומשפט על רצונה להחיל דין רציפות על הצעות חוק",113,התנגדות להחיל דין רציפות,08/07/09,12:08,0,1
"דרישת חבר-הכנסת אילן גילאון, חברי הכנסת מטעם סיעת קדימה, חברי הכנסת מטעם סיעת רע""מ-תע""ל וחברי הכנסת מטעם סיעת האיחוד הלאומי לבטל את החלטת ועדת הכספים לגבי צו תעריף המכס והפטורים ומס קניה על טובין (תיקון מס` 26), התשס""ט-2009 - הצבעה",999,הצבעה,08/07/09,12:11,0,1
"החלטת ועדת החוקה, חוק ומשפט בדבר חלוקת הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו- 2010), התשס""ט-2009 - הצבעה",907,הצעת ועדה,08/07/09,12:25,1,0
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעובד עצמאי), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,08/07/09,12:45,0,1
"הצעת חוק הממשלה (תיקון - מינוי שר בראש כל משרד), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,08/07/09,12:59,0,1
"הצעת חוק רשות השידור (תיקון - פטור מתשלום אגרת טלוויזיה לנכים ופנסיונרים), התשס""ט - 2009",100,להעביר את הצעת החוק לוועדה,08/07/09,13:17,0,1
"הצעת חוק משק הדלק (קידום התחרות) (תיקון מס` 4) (התקן תדלוק אוטומטי כללי), התש""ע-2010",100,להעביר את הצעת החוק לוועדה,08/07/09,13:20,1,0
"הצעת אי אמון מטעם סיעת קדימה בנושא: בנושא מדיניותו הכושלת של רוה""מ בתחום הכלכלי הפוגעת באוכולסיה החלשה בישראל",300,הצעת אי-אמון בממשלה,13/07/09,13:24,0,1
"הצעת אי אמון מטעם סיעת קדימה בנושא: בנושא מדיניותו הכושלת של רוה""מ בתחום הכלכלי הפוגעת באוכולסיה החלשה בישראל",300,הצעת אי-אמון בממשלה,13/07/09,13:25,0,1
"חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010), התשס""ט-2009",121,הסתייגות,14/07/09,16:53,0,1
הצעת אי אמון מטעם סיעת האיחוד הלאומי בנושא: הכרזת ראש הממשלה כי ישנה הסכמה לאומית לפתרון שתי המדינות לשני עמים,300,הצעת אי-אמון בממשלה,13/07/09,13:27,0,1
"חוק לתיקון פקודת מס הכנסה (מס` 170), התשס""ט-2009",104,קריאה שנייה,13/07/09,14:32,1,0
"חוק לתיקון פקודת מס הכנסה (מס` 170), התשס""ט-2009",102,אישור החוק,13/07/09,14:33,1,0
"חוק הקולנוע (הוראת שעה) (תיקון), התשס""ט-2009",100,להעביר את הצעת החוק לוועדה,13/07/09,15:21,1,0
"חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010), התשס""ט-2009",121,הסתייגות,14/07/09,11:38,0,1
"הצעת חוק תקציב המדינה לשנים 2009 ו-2010, התשס""ט-2009 ",121,הסתייגות,15/07/09,20:14,0,1
"חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010), התשס""ט-2009",121,הסתייגות,14/07/09,11:40,0,1
"חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010), התשס""ט-2009",121,הסתייגות,14/07/09,11:40,0,1
