"FactionID","Name","KnessetNum","StartDate","FinishDate","IsCurrent","LastUpdatedDate"
239,חזית דתית תורתית,4,1959-11-30 00:00:00,1960-08-09 00:00:00,0,2019-01-24 11:45:06
241,מפלגה ליברלית ישראלית,4,1961-05-08 00:00:00,1961-09-04 00:00:00,0,2019-01-24 11:45:06
243,מפלגת פועלים מאוחדת,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
245,אגודת ישראל,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
247,המפלגה הליברלית החדשה,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
249,קידמה ופיתוח,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
251,מפלגת פועלי ארץ-ישראל,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
253,תנועת החרות,5,1961-09-04 00:00:00,1965-05-25 00:00:00,0,2019-01-24 11:45:06
255,גוש חרות ליברלים,5,1965-05-25 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
257,רשימת פועלים ישראלית,5,1965-07-14 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
259,שיתוף ואחווה,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
261,אחדות העבודה - פועלי ציון,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
263,פועלי אגודת ישראל,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
265,מפלגה קומוניסטית ישראלית,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
267,המערך,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
269,מפלגה דתית לאומית,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
271,מפלגה ליברלית ישראלית,5,1961-09-04 00:00:00,1965-05-25 00:00:00,0,2019-01-24 11:45:06
273,ליברלים עצמאיים,5,1965-03-16 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
275,רשימה קומוניסטית חדשה,5,1965-09-01 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
277,העולם הזה - כוח חדש,5,1961-09-04 00:00:00,1965-11-22 00:00:00,0,2019-01-24 11:45:06
279,מפלגת פועלים מאוחדת,6,1965-11-22 00:00:00,1969-01-28 00:00:00,0,2019-01-24 11:45:06
281,"המפד""ל",6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
283,אגודת ישראל,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
285,קידמה ופיתוח,6,1965-11-22 00:00:00,1966-07-05 00:00:00,0,2019-01-24 11:45:06
287,גוש חרות ליברלים,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
289,רשימת פועלים ישראלית,6,1965-11-22 00:00:00,1968-01-23 00:00:00,0,2019-01-24 11:45:06
291,שיתוף ואחווה,6,1965-11-22 00:00:00,1966-07-05 00:00:00,0,2019-01-24 11:45:06
293,פועלי אגודת ישראל,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
295,מפלגה קומוניסטית ישראלית,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
297,אחווה יהודית - ערבית,6,1968-10-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
299,מערך,6,1969-01-28 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
301,רשימה ממלכתית,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
303,מפלגה דתית לאומית,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
305,ליברלים עצמאיים,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
307,מרכז חופשי,6,1967-03-29 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
309,רשימה קומוניסטית חדשה,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
311,העולם הזה - כוח חדש,6,1965-11-22 00:00:00,1969-11-17 00:00:00,0,2019-01-24 11:45:06
313,הליכוד,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
315,מפלגה דתית לאומית,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
317,התנועה לזכויות האזרח ולשלום,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
319,אגודת ישראל,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
321,קידמה ופיתוח,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
323,לבדוים ולכפרים,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
325,גוש חרות ליברלים,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
327,רשימת פועלי ישראל,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
329,שיתוף ואחווה,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
331,פועלי אגודת ישראל,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
333,מפלגה קומוניסטית ישראלית,7,1969-11-17 00:00:00,1973-07-25 00:00:00,0,2019-01-24 11:45:06
335,סיעת האחווה הערבית היהודית,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
337,מערך,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
339,רשימה ממלכתית,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
341,חזית דתית לאומית,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
343,חזית דתית תורתית,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
345,מוקד,7,1973-07-25 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
347,ליברלים עצמאיים,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
349,מרכז חופשי,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
351,רשימה קומוניסטית חדשה,7,1969-11-17 00:00:00,1974-01-21 00:00:00,0,2019-01-24 11:45:06
353,העולם הזה - כוח חדש,7,1969-11-17 00:00:00,1973-07-03 00:00:00,0,2019-01-24 11:45:06
355,הליכוד,8,1974-01-21 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
357,מפלגה דתית לאומית,8,1974-01-21 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
359,"ר""ץ",8,1974-01-21 00:00:00,1975-06-03 00:00:00,0,2019-01-24 11:45:06
361,אגודת ישראל,8,1977-03-15 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
363,"חד""ש - בל""ד",8,1974-01-21 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
365,קידמה ופיתוח,8,1974-01-21 00:00:00,1974-02-26 00:00:00,0,2019-01-24 11:45:06
367,רשימה ערבית לבדואים וכפריים,8,1974-01-21 00:00:00,1974-02-26 00:00:00,0,2019-01-24 11:45:06
369,רשימה ערבית מאוחדת (ישן),8,1977-03-08 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
371,פועלי אגודת ישראל,8,1977-03-15 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
373,התנועה הדמוקרטית לשינוי,8,1974-01-21 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
375,מערך,8,1974-01-21 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
377,"מחנה של""י",8,1974-01-21 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
379,חזית דתית תורתית,8,1974-01-21 00:00:00,1977-03-15 00:00:00,0,2019-01-24 11:45:06
381,ליברלים עצמאיים,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
383,פלאטו שרון,9,1977-06-13 00:00:00,1978-02-28 00:00:00,0,2019-01-24 11:45:06
385,מוקד,8,1974-01-21 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
387,ליברלים עצמאיים,8,1974-01-21 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
389,רשימה קומוניסטית חדשה,8,1974-01-21 00:00:00,1977-03-15 00:00:00,0,2019-01-24 11:45:06
391,חזית דמוקרטית לשלום ושוויון,8,1977-03-15 00:00:00,1977-06-13 00:00:00,0,2019-01-24 11:45:06
393,שלומציון,9,1977-06-13 00:00:00,1977-07-05 00:00:00,0,2019-01-24 11:45:06
395,סיעת יחיד,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
397,הליכוד,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
399,מפלגה דתית לאומית,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
401,"תמ""י",9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
403,התחי-ה,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
405,"ר""ץ",9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
407,שינוי - מפלגת מרכז,9,1980-07-29 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
409,אגודת ישראל,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
411,"חד""ש - בל""ד",9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
413,תנועה לשינוי ויוזמה,9,1978-09-14 00:00:00,1980-07-29 00:00:00,0,2019-01-24 11:45:06
415,שוויון בישראל - פנתרים,9,1980-11-11 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
417,הקידמה והפיתוח,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
419,רשימה ערבית מאוחדת (ישן),9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
421,תנועה להתחדשות ממלכתית,9,1981-05-19 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
422,דגל התורה,16,2005-01-12 00:00:00,2006-04-17 00:00:00,0,2019-01-24 11:45:06
423,תנועה דמוקרטית לשינוי,9,1977-06-13 00:00:00,1978-09-14 00:00:00,0,2019-01-24 11:45:06
424,אגודת ישראל,16,2005-01-12 00:00:00,2006-04-17 00:00:00,0,2019-01-24 11:45:06
425,תנועה דמוקרטית,9,1978-09-14 00:00:00,1981-03-10 00:00:00,0,2019-01-24 11:45:06
427,ישראל אחת (1),9,1980-11-11 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
429,פועלי אגודת ישראל,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
431,מערך,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
433,"מחנה של""י",9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
435,חזית דמוקרטית לשלום ושוויון,9,1977-06-13 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
437,אחווה,9,1980-07-08 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
439,יעד (2),9,1978-09-14 00:00:00,1981-07-20 00:00:00,0,2019-01-24 11:45:06
441,הליכוד,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
442,התחברות,16,2005-03-21 00:00:00,2005-05-16 00:00:00,0,2019-01-24 11:45:06
443,מפלגת הפועלים המאוחדת,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
444,ציונות לאומית דתית מתחדשת,16,2005-05-16 00:00:00,2006-04-17 00:00:00,0,2019-01-24 11:45:06
445,מפלגה דתית לאומית,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
447,תנועה למסורת ישראל,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
449,הרשימה המתקדמת לשלום,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
451,אומץ,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
453,"מורשה-פא""י",10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
455,תחייה,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
457,"ר""ץ",10,1981-07-20 00:00:00,1981-11-16 00:00:00,0,2019-01-24 11:45:06
459,שינוי - מפלגת מרכז,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
461,תנועת כך,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
462,"צל""ש - ציונות ליברליות שוויון",16,2005-05-18 00:00:00,2006-04-17 00:00:00,0,2019-01-24 11:45:06
463,אגודת ישראל,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
465,"ש""ס",10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
467,שינוי ויוזמה,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
469,תנועה להתחדשות ממלכתית,10,1981-07-20 00:00:00,1983-06-06 00:00:00,0,2019-01-24 11:45:06
471,מערך,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
473,חזית דמוקרטית לשלום ושוויון,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
475,יחד,10,1981-07-20 00:00:00,1984-08-13 00:00:00,0,2019-01-24 11:45:06
477,סיעת יחיד של עבד-אלוהאב דראושה,11,1988-02-15 00:00:00,1988-03-07 00:00:00,0,2019-01-24 11:45:06
479,הליכוד,11,1984-08-13 00:00:00,1988-11-21 00:00:00,0,2019-01-24 11:45:06
481,מפלגת פועלים מאוחדת,11,1984-10-22 00:00:00,1988-11-21 00:00:00,0,2019-01-24 11:45:06
482,נוי,16,2005-05-23 00:00:00,2005-11-23 00:00:00,0,2019-01-24 11:45:06
