"DocumentAgendaID","AgendaID","GroupTypeID","GroupTypeDesc","ApplicationID","ApplicationDesc","FilePath","LastUpdatedDate"
35520,132801,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35499.doc,2010-06-02 15:41:15
35522,132803,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35501.doc,2010-06-02 15:41:15
35524,132803,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35503.doc,2010-06-02 15:41:15
35525,132804,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35504.doc,2010-06-02 15:41:15
35527,132804,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35506.doc,2010-06-02 15:41:16
35534,132826,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35513.doc,2010-06-02 15:41:17
35541,132829,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35520.doc,2010-06-02 15:41:18
35542,132830,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35521.doc,2010-06-02 15:41:18
35543,132830,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35522.doc,2010-06-02 15:41:18
35547,132834,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35526.doc,2010-06-02 15:41:18
35549,132834,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35528.doc,2010-06-02 15:41:19
35552,132836,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35531.doc,2010-06-02 15:41:19
35554,132836,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35533.doc,2010-06-02 15:41:19
35570,132854,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35549.doc,2010-06-02 15:41:22
35571,132854,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35550.doc,2010-06-02 15:41:22
35574,132948,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35553.doc,2010-06-02 15:41:22
35576,133005,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35555.doc,2010-06-02 15:41:23
35579,133070,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35558.doc,2010-06-02 15:41:23
35582,133079,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35561.doc,2010-06-02 15:41:24
35591,133587,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35570.doc,2010-06-02 15:41:25
35592,133587,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35571.doc,2010-06-02 15:41:25
35594,133627,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35573.doc,2010-06-02 15:41:25
35596,133627,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35575.doc,2010-06-02 15:41:26
35597,133674,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35576.doc,2010-06-02 15:41:26
35609,133909,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35588.doc,2010-06-02 15:41:28
35611,133913,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35590.doc,2010-06-02 15:41:28
35613,133924,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35592.doc,2010-06-02 15:41:28
35618,134109,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35597.doc,2010-06-02 15:41:29
35620,134109,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35599.doc,2010-06-02 15:41:29
35629,134247,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35608.doc,2010-06-02 15:41:31
35630,134247,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35609.doc,2010-06-02 15:41:31
35635,134282,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35614.doc,2010-06-02 15:41:31
35637,134283,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35616.doc,2010-06-02 15:41:32
35638,134283,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35617.doc,2010-06-02 15:41:32
35641,134284,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35620.doc,2010-06-02 15:41:32
35650,134302,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35629.doc,2010-06-02 15:41:34
35651,134302,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35630.doc,2010-06-02 15:41:34
35661,134311,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35640.doc,2010-06-02 15:41:35
35666,134324,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35645.doc,2010-06-02 15:41:36
35668,134330,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35647.doc,2010-06-02 15:41:36
35683,134349,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35662.doc,2010-06-02 15:41:38
35689,134356,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35668.doc,2010-06-02 15:41:39
35691,134357,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35670.doc,2010-06-02 15:41:39
35694,134366,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35673.doc,2010-06-02 15:41:40
35705,134389,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35684.doc,2010-06-02 15:41:41
35711,134392,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35690.doc,2010-06-02 15:41:42
35725,134404,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35704.doc,2010-06-02 15:41:44
35727,134405,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35706.doc,2010-06-02 15:41:44
35728,134405,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35707.doc,2010-06-02 15:41:45
35732,134409,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35711.doc,2010-06-02 15:41:45
35738,134413,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35717.doc,2010-06-02 15:41:46
35743,134417,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35722.doc,2010-06-02 15:41:47
35751,134423,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35730.doc,2010-06-02 15:41:48
35760,134430,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35739.doc,2010-06-02 15:41:49
35761,134431,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35740.doc,2010-06-02 15:41:49
35770,134438,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35749.doc,2010-06-02 15:41:51
35771,134438,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35750.doc,2010-06-02 15:41:51
35780,134444,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35759.doc,2010-06-02 15:41:52
35781,134445,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35760.doc,2010-06-02 15:41:52
35791,134455,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35770.doc,2010-06-02 15:41:53
35792,134455,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35771.doc,2010-06-02 15:41:54
35794,134474,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35773.doc,2010-06-02 15:41:54
35795,134474,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35774.doc,2010-06-02 15:41:54
35797,134625,22,קטע מדברי הכנסת,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_ptk_35776.doc,2010-06-02 15:41:54
35798,134625,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35777.doc,2010-06-02 15:41:54
35802,134764,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35781.doc,2010-06-02 15:41:55
35804,134771,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35783.doc,2010-06-02 15:41:55
35819,135056,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35798.doc,2010-06-02 15:41:57
35827,135148,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35806.doc,2010-06-02 15:41:59
35830,135165,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35809.doc,2010-06-02 15:41:59
35834,135230,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35813.doc,2010-06-02 15:42:00
35838,135251,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35817.doc,2010-06-02 15:42:00
35840,135328,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35819.doc,2010-06-02 15:42:01
35847,135424,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35826.doc,2010-06-02 15:42:02
35848,135428,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35827.doc,2010-06-02 15:42:02
35850,135525,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35829.doc,2010-06-02 15:42:02
35852,135649,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35831.doc,2010-06-02 15:42:02
35858,135659,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35837.doc,2010-06-02 15:42:03
35860,135665,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35839.doc,2010-06-02 15:42:03
35865,135687,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35844.doc,2010-06-02 15:42:04
35872,135700,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35851.doc,2010-06-02 15:42:05
35874,135709,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35853.doc,2010-06-02 15:42:05
35876,135715,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35855.doc,2010-06-02 15:42:06
35879,135720,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35858.doc,2010-06-02 15:42:06
35882,135723,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35861.doc,2010-06-02 15:42:06
35890,135753,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35869.doc,2010-06-02 15:42:08
35893,135765,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35872.doc,2010-06-02 15:42:08
35894,135770,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35873.doc,2010-06-02 15:42:08
35896,135771,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35875.doc,2010-06-02 15:42:08
35905,135777,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35884.doc,2010-06-02 15:42:10
35906,135780,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35885.doc,2010-06-02 15:42:10
35908,135781,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35887.doc,2010-06-02 15:42:10
35912,135784,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35891.doc,2010-06-02 15:42:11
35916,135787,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35895.doc,2010-06-02 15:42:11
35922,135791,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35901.doc,2010-06-02 15:42:12
35937,135800,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35916.doc,2010-06-02 15:42:14
35939,135801,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35918.doc,2010-06-02 15:42:15
35949,135808,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35928.doc,2010-06-02 15:42:16
35954,135814,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35933.doc,2010-06-02 15:42:17
35956,135815,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35935.doc,2010-06-02 15:42:17
35960,135819,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35939.doc,2010-06-02 15:42:18
35962,135820,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35941.doc,2010-06-02 15:42:18
35964,135821,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35943.doc,2010-06-02 15:42:18
35968,135823,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35947.doc,2010-06-02 15:42:19
35970,135825,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35949.doc,2010-06-02 15:42:19
35971,135827,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35950.doc,2010-06-02 15:42:19
35975,135829,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35954.doc,2010-06-02 15:42:20
35991,136098,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35970.doc,2010-06-02 15:42:22
36016,137118,16,נוסח הצעה לסדר היום,1,DOC,https://fs.knesset.gov.il\17\agendasuggestion\17_as_35995.doc,2010-06-02 15:42:25
