"PlenumSessionID","Number","KnessetNum","Name","StartDate","FinishDate","IsSpecialMeeting","LastUpdatedDate"
13426,40,16,ישיבת מליאה בתאריך 02/07/2003 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 19:48:00,0,2013-10-03 16:21:47
13779,41,16,ישיבת מליאה בתאריך 07/07/2003 בשעה: 16:00,2003-07-07 16:00:00,1899-12-30 21:06:00,0,2013-10-03 16:21:47
13780,42,16,ישיבת מליאה בתאריך 08/07/2003 בשעה: 15:47,2003-07-08 15:47:00,1899-12-30 20:00:00,0,2013-10-03 16:21:47
13781,43,16,ישיבת מליאה בתאריך 09/07/2003 בשעה: 11:00,2003-07-09 11:00:00,1899-12-30 19:38:00,0,2013-10-03 16:21:47
14114,44,16,ישיבת מליאה בתאריך 14/07/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:11:00,0,2013-10-03 16:21:47
14115,45,16,ישיבת מליאה בתאריך 15/07/2003 בשעה: 15:00,1899-12-30 15:00:00,1899-12-30 20:38:00,0,2013-10-03 16:21:47
14116,46,16,ישיבת מליאה בתאריך 16/07/2003 בשעה: 11:00,2003-07-16 11:00:00,1899-12-30 21:17:00,0,2013-10-03 16:21:47
14536,47,16,ישיבת מליאה בתאריך 21/07/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 22:52:00,0,2013-10-03 16:21:47
14538,48,16,ישיבת מליאה בתאריך 22/07/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 18:10:00,0,2013-10-03 16:21:47
14540,49,16,ישיבת מליאה בתאריך 23/07/2003 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 20:47:00,0,2013-10-03 16:21:47
14843,50,16,ישיבת מליאה בתאריך 28/07/2003 בשעה: 16:00,2003-07-28 16:00:00,1899-12-30 22:29:00,0,2013-10-03 16:21:47
14844,51,16,ישיבת מליאה בתאריך 29/07/2003 בשעה: 16:00,2003-07-29 16:00:00,1899-12-30 22:30:00,0,2013-10-03 16:21:47
14846,52,16,ישיבת מליאה בתאריך 30/07/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 00:08:00,0,2013-10-03 16:21:47
14847,53,16,ישיבת מליאה בתאריך 31/07/2003 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 23:34:00,0,2013-10-03 16:21:47
15260,54,16,ישיבת מליאה בתאריך 13/08/2003 בשעה: 11:00,2003-08-13 11:00:00,1899-12-30 15:00:00,0,2013-10-03 16:21:47
15452,55,16,ישיבת מליאה בתאריך 10/09/2003 בשעה: 10:00,2003-09-10 10:00:00,1899-12-30 16:20:00,0,2013-10-03 16:21:47
15677,56,16,ישיבת מליאה בתאריך 29/09/2003 בשעה: 11:00,2003-09-29 11:00:00,1899-12-30 17:29:00,0,2013-10-03 16:21:47
15750,57,16,ישיבת מליאה בתאריך 09/10/2003 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 19:20:00,0,2013-10-03 16:21:47
15797,58,16,ישיבת מליאה בתאריך 20/10/2003 בשעה: 16:00,2003-10-20 16:00:00,1899-12-30 20:24:00,0,2013-10-03 16:21:47
16101,59,16,ישיבת מליאה בתאריך 21/10/2003 בשעה: 15:00,2003-10-21 15:00:00,1899-12-30 18:50:00,0,2013-10-03 16:21:47
16139,60,16,ישיבת מליאה בתאריך 22/10/2003 בשעה: 11:00,2003-10-22 11:00:00,1899-12-30 18:59:00,0,2013-10-03 16:21:47
16406,61,16,ישיבת מליאה בתאריך 27/10/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 17:50:00,0,2013-10-03 16:21:47
16448,62,16,ישיבת מליאה בתאריך 29/10/2003 בשעה: 11:00,2003-10-29 11:00:00,1899-12-30 19:24:00,0,2013-10-03 16:21:47
16554,63,16,ישיבת מליאה בתאריך 03/11/2003 בשעה 16:00,2003-11-03 16:00:00,1899-12-30 18:53:00,0,2020-03-03 16:07:59
16555,64,16,ישיבת מליאה בתאריך 04/11/2003 בשעה: 13:30,1899-12-30 13:30:00,1899-12-30 20:20:00,0,2013-10-03 16:21:47
16556,65,16,ישיבת מליאה בתאריך 05/11/2003 בשעה: 10:00,1899-12-30 10:00:00,1899-12-30 15:34:00,0,2013-10-03 16:21:47
16557,66,16,ישיבת מליאה בתאריך 06/11/2003 בשעה: 17:00,2003-11-06 17:00:00,1899-12-30 17:55:00,1,2013-10-03 16:21:47
16784,67,16,ישיבת מליאה בתאריך 10/11/2003 בשעה: 16:00,2003-11-10 16:00:00,1899-12-30 21:00:00,0,2013-10-03 16:21:47
16785,68,16,ישיבת מליאה בתאריך 11/11/2003 בשעה: 16:00,2003-11-11 16:00:00,1899-12-30 19:16:00,0,2013-10-03 16:21:47
16786,69,16,ישיבת מליאה בתאריך 12/11/2003 בשעה: 11:00,2003-11-12 11:00:00,1899-12-30 21:12:00,0,2013-10-03 16:21:47
17227,70,16,ישיבת מליאה בתאריך 17/11/2003 בשעה: 16:00,2003-11-17 16:00:00,1899-12-30 18:47:00,0,2013-10-03 16:21:47
17228,71,16,ישיבת מליאה בתאריך 18/11/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:42:00,0,2013-10-03 16:21:47
17230,72,16,ישיבת מליאה בתאריך 19/11/2003 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 18:40:00,0,2013-10-03 16:21:47
17618,73,16,ישיבת מליאה בתאריך 24/11/2003 בשעה: 15:00,2003-11-24 15:00:00,1899-12-30 19:40:00,0,2013-10-03 16:21:47
17681,74,16,ישיבת מליאה בתאריך 25/11/2003 בשעה: 15:00,2003-11-25 15:00:00,1899-12-30 19:12:00,0,2013-10-03 16:21:47
17873,75,16,ישיבת מליאה בתאריך 26/11/2003 בשעה: 11:00,2003-11-26 11:00:00,1899-12-30 20:56:00,0,2013-10-03 16:21:47
18009,76,16,ישיבת מליאה בתאריך 01/12/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:50:00,0,2013-10-03 16:21:47
18010,77,16,ישיבת מליאה בתאריך 02/12/2003 בשעה: 16:00,2003-12-02 16:00:00,1899-12-30 20:54:00,0,2013-10-03 16:21:47
18011,78,16,ישיבת מליאה בתאריך 03/12/2003 בשעה 11:00,2003-12-03 11:00:00,1899-12-30 19:40:00,0,2020-02-09 08:57:47
18583,79,16,ישיבת מליאה בתאריך 08/12/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:20:00,0,2013-10-03 16:21:47
18588,80,16,ישיבת מליאה בתאריך 09/12/2003 בשעה: 15:00,2003-12-09 15:00:00,1899-12-30 22:20:00,0,2013-10-03 16:21:47
18589,81,16,ישיבת מליאה בתאריך 10/12/2003 בשעה: 11:00,2003-12-10 11:00:00,1899-12-30 21:40:00,0,2013-10-03 16:21:47
19087,82,16,ישיבת מליאה בתאריך 15/12/2003 בשעה: 16:00,2003-12-15 16:00:00,1899-12-30 21:00:00,0,2013-10-03 16:21:47
19088,83,16,ישיבת מליאה בתאריך 16/12/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:25:00,0,2013-10-03 16:21:47
19090,84,16,ישיבת מליאה בתאריך 17/12/2003 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 20:57:00,0,2013-10-03 16:21:47
19500,85,16,ישיבת מליאה בתאריך 22/12/2003 בשעה: 13:00,2003-12-22 13:00:00,1899-12-30 16:40:00,0,2013-10-03 16:21:47
19501,86,16,ישיבת מליאה בתאריך 23/12/2003 בשעה: 13:00,2003-12-23 13:00:00,1899-12-30 17:00:00,0,2013-10-03 16:21:47
19502,87,16,ישיבת מליאה בתאריך 24/12/2003 בשעה: 11:00,2003-12-24 11:00:00,1899-12-30 16:50:00,0,2013-10-03 16:21:47
19983,88,16,ישיבת מליאה בתאריך 29/12/2003 בשעה: 16:00,2003-12-29 16:00:00,1899-12-30 21:10:00,0,2013-10-03 16:21:47
20027,89,16,ישיבת מליאה בתאריך 30/12/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 22:50:00,0,2013-10-03 16:21:47
20028,90,16,ישיבת מליאה בתאריך 31/12/2003 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 22:43:00,0,2013-10-03 16:21:47
20248,91,16,ישיבת מליאה בתאריך 04/01/2004 בשעה 13:37,2004-01-04 13:37:00,1899-12-30 22:00:00,0,2020-02-03 12:40:34
20478,92,16,ישיבת מליאה בתאריך 12/01/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:00:00,0,2013-10-03 16:21:47
20479,93,16,ישיבת מליאה בתאריך 13/01/2004 בשעה: 16:00,2004-01-13 16:00:00,1899-12-30 22:40:00,0,2013-10-03 16:21:47
20481,94,16,ישיבת מליאה בתאריך 14/01/2004 בשעה 11:00,1899-12-30 11:00:00,1899-12-30 21:04:00,0,2020-02-09 09:26:34
20849,95,16,ישיבת מליאה בתאריך 19/01/2004 בשעה 16:00,2004-01-19 16:00:00,1899-12-30 23:41:00,0,2020-02-09 09:28:21
20850,96,16,ישיבת מליאה בתאריך 20/01/2004 בשעה: 16:00,2004-01-20 16:00:00,1899-12-30 21:10:00,0,2013-10-03 16:21:47
20851,97,16,ישיבת מליאה בתאריך 21/01/2004 בשעה: 11:00,2004-01-21 11:00:00,1899-12-30 22:00:00,0,2013-10-03 16:21:47
21329,98,16,ישיבת מליאה בתאריך 26/01/2004 בשעה: 16:40,2004-01-26 16:40:00,1899-12-30 19:40:00,0,2013-10-03 16:21:47
21330,99,16,ישיבת מליאה בתאריך 27/01/2004 בשעה: 16:00,2004-01-27 16:00:00,1899-12-30 20:00:00,0,2013-10-03 16:21:47
21331,100,16,ישיבת מליאה בתאריך 28/01/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 22:00:00,0,2013-10-03 16:21:47
21710,101,16,ישיבת מליאה בתאריך 02/02/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:10:00,0,2013-10-03 16:21:47
21711,102,16,ישיבת מליאה בתאריך 03/02/2004 בשעה: 16:00,2004-02-03 16:00:00,1899-12-30 19:50:00,0,2013-10-03 16:21:47
21713,103,16,ישיבת מליאה בתאריך 04/02/2004 בשעה: 11:00,2004-02-04 11:00:00,1899-12-30 20:30:00,0,2013-10-03 16:21:47
22090,104,16,ישיבת מליאה בתאריך 09/02/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:27:00,0,2013-10-03 16:21:47
22091,105,16,ישיבת מליאה בתאריך 10/02/2004 בשעה: 17:00,2004-02-10 17:00:00,1899-12-30 18:10:00,0,2013-10-03 16:21:47
22092,106,16,ישיבת מליאה בתאריך 11/02/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 21:10:00,0,2013-10-03 16:21:47
22475,107,16,ישיבת מליאה בתאריך 16/02/2004 בשעה: 16:00,2004-02-16 16:00:00,1899-12-30 00:00:00,0,2013-10-03 16:21:47
22476,108,16,ישיבת מליאה בתאריך 17/02/2004 בשעה: 16:00,2004-02-17 16:00:00,1899-12-30 22:00:00,0,2013-10-03 16:21:47
22477,109,16,ישיבת מליאה בתאריך 18/02/2004 בשעה: 11:10,2004-02-18 11:10:00,1899-12-30 20:10:00,0,2013-10-03 16:21:47
23013,110,16,ישיבת מליאה בתאריך 23/02/2004 בשעה: 16:00,2004-02-23 16:00:00,1899-12-30 20:40:00,0,2013-10-03 16:21:47
23015,111,16,ישיבת מליאה בתאריך 24/02/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:40:00,0,2013-10-03 16:21:47
23016,112,16,ישיבת מליאה בתאריך 25/02/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 20:00:00,0,2013-10-03 16:21:47
23334,113,16,ישיבת מליאה בתאריך 01/03/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:10:00,0,2013-10-03 16:21:47
23373,114,16,ישיבת מליאה בתאריך 02/03/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:10:00,0,2013-10-03 16:21:47
23374,115,16,ישיבת מליאה בתאריך 03/03/2004 בשעה: 11:00,2004-03-03 11:00:00,1899-12-30 19:10:00,0,2013-10-03 16:21:47
23750,116,16,ישיבת מליאה בתאריך 09/03/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:20:00,0,2013-10-03 16:21:47
23753,117,16,ישיבת מליאה בתאריך 10/03/2004 בשעה: 11:00,2004-03-10 11:00:00,1899-12-30 20:21:00,0,2013-10-03 16:21:47
24072,118,16,ישיבת מליאה בתאריך 15/03/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:20:00,0,2013-10-03 16:21:47
24073,119,16,ישיבת מליאה בתאריך 16/03/2004 בשעה: 16:00,2004-03-16 16:00:00,1899-12-30 20:20:00,0,2013-10-03 16:21:47
24074,120,16,ישיבת מליאה בתאריך 17/03/2004 בשעה: 11:00,2004-03-17 11:00:00,1899-12-30 19:30:00,0,2013-10-03 16:21:47
24482,121,16,ישיבת מליאה בתאריך 22/03/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 22:01:00,0,2013-10-03 16:21:47
24483,122,16,ישיבת מליאה בתאריך 23/03/2004 בשעה: 15:00,2004-03-23 15:00:00,1899-12-30 21:02:00,0,2013-10-03 16:21:47
24485,123,16,ישיבת מליאה בתאריך 24/03/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 22:00:00,0,2013-10-03 16:21:47
24897,124,16,ישיבת מליאה בתאריך 22/04/2004 בשעה: 10:01,2004-04-22 10:01:00,1899-12-30 12:20:00,0,2013-10-03 16:21:47
25088,125,16,ישיבת מליאה בתאריך 03/05/2004 בשעה: 16:00,2004-05-03 16:00:00,1899-12-30 21:00:00,0,2013-10-03 16:21:47
25090,126,16,ישיבת מליאה בתאריך 04/05/2004 בשעה: 17:00,2004-05-04 17:00:00,1899-12-30 22:40:00,0,2013-10-03 16:21:47
25091,127,16,ישיבת מליאה בתאריך 05/05/2004 בשעה: 11:40,2004-05-05 11:40:00,1899-12-30 19:02:00,0,2013-10-03 16:21:47
25575,128,16,ישיבת מליאה בתאריך 10/05/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:30:00,0,2013-10-03 16:21:47
25576,129,16,ישיבת מליאה בתאריך 11/05/2004 בשעה: 16:00,2004-05-11 16:00:00,1899-12-30 20:20:00,0,2013-10-03 16:21:47
25577,130,16,ישיבת מליאה בתאריך 12/05/2004 בשעה: 11:00,2004-05-12 11:00:00,1899-12-30 18:42:00,0,2013-10-03 16:21:47
26019,132,16,ישיבת מליאה בתאריך 18/05/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 18:22:00,0,2013-10-03 16:21:47
26023,131,16,ישיבת מליאה בתאריך 17/05/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:10:00,0,2013-10-03 16:21:47
26036,133,16,ישיבת מליאה בתאריך 19/05/2004 בשעה: 11:00,2004-05-19 11:00:00,1899-12-30 18:50:00,0,2013-10-03 16:21:47
26381,134,16,ישיבת מליאה בתאריך 24/05/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:10:00,0,2013-10-03 16:21:47
26640,135,16,ישיבת מליאה בתאריך 31/05/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:20:00,0,2013-10-03 16:21:47
26642,136,16,ישיבת מליאה בתאריך 01/06/2004 בשעה: 15:00,2004-06-01 15:00:00,1899-12-30 20:30:00,0,2013-10-03 16:21:47
26643,137,16,ישיבת מליאה בתאריך 02/06/2004 בשעה: 11:03,2004-06-02 11:03:00,1899-12-30 19:40:00,0,2013-10-03 16:21:47
26985,138,16,ישיבת מליאה בתאריך 07/06/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 22:10:00,0,2013-10-03 16:21:47
26986,139,16,ישיבת מליאה בתאריך 08/06/2004 בשעה: 16:00,2004-06-08 16:00:00,1899-12-30 20:30:00,0,2013-10-03 16:21:47
26987,140,16,ישיבת מליאה בתאריך 09/06/2004 בשעה: 11:00,2004-06-09 11:00:00,1899-12-30 20:40:00,0,2013-10-03 16:21:47
27523,141,16,ישיבת מליאה בתאריך 14/06/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:20:00,0,2013-10-03 16:21:47
27525,142,16,ישיבת מליאה בתאריך 15/06/2004 בשעה: 16:00,2004-06-15 16:00:00,1899-12-30 19:44:00,0,2013-10-03 16:21:47
27526,143,16,ישיבת מליאה בתאריך 16/06/2004 בשעה: 11:02,2004-06-16 11:02:00,1899-12-30 19:40:00,0,2013-10-03 16:21:47
28043,144,16,ישיבת מליאה בתאריך 21/06/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 22:10:00,0,2013-10-03 16:21:47
28044,145,16,ישיבת מליאה בתאריך 22/06/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:40:00,0,2013-10-03 16:21:47
28046,146,16,ישיבת מליאה בתאריך 23/06/2004 בשעה: 11:00,2004-06-23 11:00:00,1899-12-30 19:00:00,0,2013-10-03 16:21:47
28543,147,16,ישיבת מליאה בתאריך 28/06/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:50:00,0,2013-10-03 16:21:47
28547,148,16,ישיבת מליאה בתאריך 29/06/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:50:00,0,2013-10-03 16:21:47
28548,149,16,ישיבת מליאה בתאריך 30/06/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 21:10:00,0,2013-10-03 16:21:47
29008,150,16,ישיבת מליאה בתאריך 05/07/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 23:20:00,0,2013-10-03 16:21:47
29009,151,16,ישיבת מליאה בתאריך 06/07/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:50:00,0,2013-10-03 16:21:47
29011,152,16,ישיבת מליאה בתאריך 07/07/2004 בשעה: 11:00,2004-07-07 11:00:00,1899-12-30 19:30:00,0,2013-10-03 16:21:47
29580,153,16,ישיבת מליאה בתאריך 12/07/2004 בשעה: 16:00,2004-07-12 16:00:00,1899-12-30 23:10:00,0,2013-10-03 16:21:47
29581,154,16,ישיבת מליאה בתאריך 13/07/2004 בשעה: 15:00,1899-12-30 15:00:00,1899-12-30 20:40:00,0,2013-10-03 16:21:47
29583,155,16,ישיבת מליאה בתאריך 14/07/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 22:30:00,0,2013-10-03 16:21:47
30103,156,16,ישיבת מליאה בתאריך 19/07/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 22:32:00,0,2013-10-03 16:21:47
30104,157,16,ישיבת מליאה בתאריך 20/07/2004 בשעה: 15:00,2004-07-20 15:00:00,1899-12-30 21:50:00,0,2013-10-03 16:21:47
30106,158,16,ישיבת מליאה בתאריך 21/07/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 20:20:00,0,2013-10-03 16:21:47
30656,159,16,ישיבת מליאה בתאריך 26/07/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 14:20:00,0,2013-10-03 16:21:47
30657,160,16,ישיבת מליאה בתאריך 28/07/2004 בשעה: 10:00,1899-12-30 10:00:00,1899-12-30 19:00:00,0,2013-10-03 16:21:47
31111,161,16,ישיבת מליאה בתאריך 02/08/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 00:30:00,0,2013-10-03 16:21:47
31113,162,16,ישיבת מליאה בתאריך 03/08/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:57:00,0,2013-10-03 16:21:47
31114,163,16,ישיבת מליאה בתאריך 04/08/2004 בשעה: 10:00,1899-12-30 10:00:00,1899-12-30 18:40:00,0,2013-10-03 16:21:47
31691,164,16,ישיבת מליאה בתאריך 31/08/2004 בשעה: 11:00,2004-08-31 11:00:00,1899-12-30 19:30:00,0,2013-10-03 16:21:47
74957,165,16,ישיבת מליאה בתאריך 06/09/2004 בשעה: 10:00,2004-09-06 10:00:00,1899-12-30 13:20:00,0,2013-10-03 16:21:47
75512,166,16,ישיבת מליאה בתאריך 11/10/2004 בשעה: 16:00,2004-10-11 16:00:00,1899-12-30 21:40:00,0,2013-10-03 16:21:47
75524,167,16,ישיבת מליאה בתאריך 12/10/2004 בשעה: 16:00,2004-10-12 16:00:00,1899-12-30 19:20:00,0,2013-10-03 16:21:47
75574,168,16,ישיבת מליאה בתאריך 13/10/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 20:30:00,0,2013-10-03 16:21:47
76264,169,16,ישיבת מליאה בתאריך 18/10/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:10:00,0,2013-10-03 16:21:47
76265,170,16,ישיבת מליאה בתאריך 19/10/2004 בשעה: 15:30,2004-10-19 15:30:00,1899-12-30 20:40:00,0,2013-10-03 16:21:47
76266,171,16,ישיבת מליאה בתאריך 20/10/2004 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 18:20:00,0,2013-10-03 16:21:47
77704,172,16,ישיבת מליאה בתאריך 25/10/2004 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 23:20:00,0,2013-10-03 16:21:47
77706,173,16,ישיבת מליאה בתאריך 26/10/2004 בשעה 11:00,1899-12-30 11:00:00,1899-12-30 20:50:00,0,2015-04-19 13:00:36
